"","날짜","호선","역번호","역명","구분","X04...05","X05...06","X06...07","X07...08","X08...09","X09...10","X10...11","X11...12","X12...13","X13...14","X14...15","X15...16","X16...17","X17...18","X18...19","X19...20","X20...21","X21...22","X22...23","X23...24","X00...01","X01...02","X02...03","X03...04"
"6298","2019-11-12","5호선",2515,"마곡","하차",0,62,312,399,1406,634,263,213,217,246,274,272,317,403,778,688,391,321,341,207,110,1,0,0
"6299","2019-11-12","5호선",2516,"발산","승차",1,125,409,1405,1435,743,643,714,774,822,965,1311,1503,2464,3402,1754,1383,1325,900,400,45,0,0,0
"6300","2019-11-12","5호선",2516,"발산","하차",2,106,746,1318,4664,2383,1045,893,812,1015,847,843,852,1332,1983,1764,761,577,497,249,111,0,0,0
"6301","2019-11-12","5호선",2517,"우장산","승차",1,236,956,2873,3040,1512,948,863,820,885,718,838,1231,1004,819,481,382,394,279,96,24,0,0,0
"6302","2019-11-12","5호선",2517,"우장산","하차",1,47,162,948,1174,578,493,479,607,732,782,904,1144,1330,2474,2233,1171,1056,1099,573,230,1,0,0
"6303","2019-11-12","5호선",2518,"화곡","승차",6,978,1753,5814,7440,3192,1781,1464,1444,1354,1190,1038,1274,1523,1654,927,675,552,507,200,45,0,0,0
"6304","2019-11-12","5호선",2518,"화곡","하차",0,68,372,607,1346,1151,734,700,895,1020,1121,1266,2002,2709,5074,4742,2439,2166,2142,1179,442,0,0,0
"6305","2019-11-12","5호선",2519,"까치산","승차",5,1003,1838,6467,7724,3432,1714,1473,1498,1465,1055,1042,1153,1153,1287,766,580,511,390,229,38,0,0,0
"6306","2019-11-12","5호선",2519,"까치산","하차",0,45,404,458,982,782,709,714,810,973,1188,1587,2138,2743,5214,4815,2670,2471,2349,1407,419,18,0,0
"6307","2019-11-12","5호선",2520,"신정(은행정)","승차",2,481,961,3139,4012,1628,814,586,556,503,461,340,475,556,705,333,212,198,186,66,23,0,0,0
"6308","2019-11-12","5호선",2520,"신정(은행정)","하차",1,32,187,405,638,383,303,260,292,343,449,578,747,996,1922,1629,931,870,840,588,177,0,0,0
"6309","2019-11-12","5호선",2521,"목동","승차",0,305,908,3101,3990,1688,1027,936,914,873,811,796,1032,1159,1468,719,600,531,624,205,38,0,0,0
"6310","2019-11-12","5호선",2521,"목동","하차",0,64,281,671,1373,988,685,604,642,761,1010,1037,1310,1798,3989,2883,1553,1361,1367,752,243,0,0,0
"6311","2019-11-12","5호선",2522,"오목교(목동운동장앞)","승차",1,201,723,2550,3121,1703,1074,1007,1054,1069,1064,1256,1566,1841,3254,1626,1648,1216,1107,388,64,0,0,0
"6312","2019-11-12","5호선",2522,"오목교(목동운동장앞)","하차",1,73,397,1092,3771,2206,1425,1120,1154,1251,1321,1409,1599,2323,3747,2774,1406,1146,1025,563,204,0,0,0
"6313","2019-11-12","5호선",2523,"양평","승차",0,74,272,1105,1358,502,293,228,255,264,264,315,309,554,1472,428,277,181,131,74,10,0,0,0
"6314","2019-11-12","5호선",2523,"양평","하차",0,30,122,361,1773,703,272,176,184,240,244,239,297,429,882,663,399,379,376,217,79,0,0,0
"6315","2019-11-12","5호선",2524,"영등포구청","승차",0,37,88,370,549,262,172,183,212,218,189,217,266,361,831,287,187,169,111,54,24,0,0,0
"6316","2019-11-12","5호선",2524,"영등포구청","하차",0,32,98,241,1024,537,221,194,184,208,165,204,225,269,481,278,169,178,133,80,29,0,0,0
"6317","2019-11-12","5호선",2525,"영등포시장","승차",1,120,226,855,1293,493,370,423,409,464,509,626,795,1111,1488,635,471,392,305,85,22,0,0,0
"6318","2019-11-12","5호선",2525,"영등포시장","하차",0,42,253,531,1759,904,545,546,589,721,669,499,565,683,1156,708,400,369,373,210,59,0,0,0
"6319","2019-11-12","5호선",2526,"신길","승차",1,70,139,490,832,255,128,98,139,125,106,104,182,264,569,185,114,126,90,44,5,0,0,0
"6320","2019-11-12","5호선",2526,"신길","하차",0,13,129,231,792,336,123,88,98,145,102,128,159,344,663,388,227,265,268,152,55,0,0,0
"6321","2019-11-12","5호선",2527,"여의도","승차",0,74,176,420,678,597,513,870,696,906,1031,1227,1622,4915,8317,2905,2042,1890,1237,414,61,0,0,0
"6322","2019-11-12","5호선",2527,"여의도","하차",2,88,1119,6064,11122,3371,1154,1121,862,1110,799,813,753,1034,1463,795,379,382,330,167,88,1,4,0
"6323","2019-11-12","5호선",2528,"여의나루","승차",1,39,116,248,445,244,179,202,199,299,316,477,771,1728,2209,733,505,507,280,102,10,0,0,0
"6324","2019-11-12","5호선",2528,"여의나루","하차",1,58,635,1399,2933,726,366,315,286,323,301,321,315,373,569,315,201,182,139,89,44,0,1,0
"6325","2019-11-12","5호선",2529,"마포","승차",0,114,333,1268,1908,869,599,629,615,695,746,753,811,1382,2861,1076,865,923,675,256,33,0,0,0
"6326","2019-11-12","5호선",2529,"마포","하차",0,40,318,1003,3512,1745,735,658,572,679,636,577,701,1070,2035,1286,643,564,532,299,122,0,0,0
"6327","2019-11-12","5호선",2530,"공덕","승차",0,81,230,981,1555,652,465,559,615,891,658,726,909,1697,3388,1144,893,1000,762,274,55,0,0,0
"6328","2019-11-12","5호선",2530,"공덕","하차",0,33,339,1298,4631,1902,719,695,534,654,512,644,688,1087,2137,1095,556,507,454,262,85,0,0,0
"6329","2019-11-12","5호선",2531,"애오개","승차",0,97,213,916,1402,588,364,392,353,441,403,413,518,550,1131,370,266,248,147,88,5,2,0,0
"6330","2019-11-12","5호선",2531,"애오개","하차",0,20,131,398,1527,623,364,260,269,351,399,408,352,573,1051,695,437,378,354,200,74,15,0,0
"6331","2019-11-12","5호선",2532,"충정로(경기대입구)","승차",1,59,74,240,347,202,162,204,181,213,239,229,258,599,1406,442,286,226,184,47,10,0,0,0
"6332","2019-11-12","5호선",2532,"충정로(경기대입구)","하차",1,13,118,288,1775,815,226,205,188,203,209,159,179,227,403,256,162,159,140,87,20,4,0,0
"6333","2019-11-12","5호선",2533,"서대문","승차",0,124,261,826,1094,749,594,758,785,858,995,1234,1850,2778,5740,1585,1295,1130,815,302,32,0,0,0
"6334","2019-11-12","5호선",2533,"서대문","하차",0,67,895,2385,8117,2383,991,929,870,939,987,644,685,904,1345,764,470,413,369,221,61,2,0,0
"6335","2019-11-12","5호선",2534,"광화문(세종문화회관)","승차",1,46,125,438,744,625,638,890,1020,1565,1655,2101,2366,4562,10674,3994,3022,3558,2158,757,109,1,0,0
"6336","2019-11-12","5호선",2534,"광화문(세종문화회관)","하차",0,35,1178,3761,14768,5602,2288,2053,1537,1783,1356,1297,1239,1717,2503,1326,498,382,234,111,46,1,0,0
"6337","2019-11-12","5호선",2535,"종로3가","승차",0,61,72,148,240,227,334,415,631,916,1010,1194,1493,1637,2593,1518,1300,1365,1125,471,71,1,0,0
"6338","2019-11-12","5호선",2535,"종로3가","하차",0,23,217,677,2201,1684,1263,1317,1230,1155,949,807,802,900,1318,654,295,219,175,113,52,3,0,0
"6339","2019-11-12","5호선",2536,"을지로4가","승차",0,18,31,62,72,127,133,197,212,312,376,410,439,851,1690,749,406,359,228,130,19,0,0,0
"6340","2019-11-12","5호선",2536,"을지로4가","하차",0,10,211,680,2051,936,512,420,373,301,311,281,242,232,224,113,52,52,30,39,6,0,0,0
"6341","2019-11-12","5호선",2537,"동대문역사문화공원","승차",0,13,27,47,94,70,79,114,94,128,136,173,158,427,1040,410,196,192,135,44,13,0,0,0
"6342","2019-11-12","5호선",2537,"동대문역사문화공원","하차",1,17,109,393,1623,495,173,146,142,180,99,107,89,108,145,95,60,48,56,34,15,0,0,0
"6343","2019-11-12","5호선",2538,"청구","승차",0,51,117,339,615,328,202,230,203,248,278,186,302,325,659,388,227,219,166,57,12,0,0,0
"6344","2019-11-12","5호선",2538,"청구","하차",0,9,75,180,707,418,181,124,175,183,196,232,249,302,496,384,211,208,198,117,53,0,0,0
"6345","2019-11-12","5호선",2539,"신금호","승차",2,107,272,1114,1495,645,372,322,345,286,242,264,521,390,406,299,219,180,134,53,8,0,0,0
"6346","2019-11-12","5호선",2539,"신금호","하차",0,12,107,477,566,269,203,190,242,276,325,379,487,572,1217,815,446,403,388,271,104,0,0,0
"6347","2019-11-12","5호선",2540,"행당","승차",1,174,557,1611,2414,985,582,440,379,405,276,320,323,378,423,325,196,216,149,45,11,0,0,0
"6348","2019-11-12","5호선",2540,"행당","하차",1,29,95,243,379,240,186,208,282,315,388,414,649,769,1469,1106,641,611,527,311,114,0,0,0
"6349","2019-11-12","5호선",2541,"왕십리(성동구청)","승차",4,72,102,303,450,244,190,235,200,237,241,324,338,481,677,396,353,377,310,180,36,1,0,0
"6350","2019-11-12","5호선",2541,"왕십리(성동구청)","하차",0,16,120,226,924,391,268,246,264,328,298,299,399,519,731,498,235,210,196,91,54,14,0,0
"6351","2019-11-12","5호선",2542,"마장","승차",0,117,254,811,1061,468,328,307,343,324,370,326,496,598,648,361,247,250,189,73,10,0,0,0
"6352","2019-11-12","5호선",2542,"마장","하차",0,30,135,358,890,666,376,313,294,361,245,280,346,489,779,602,346,336,285,177,65,7,0,0
"6353","2019-11-12","5호선",2543,"답십리","승차",1,345,797,2689,3900,1606,763,692,742,723,619,719,845,1369,1804,905,506,525,327,176,23,0,0,0
"6354","2019-11-12","5호선",2543,"답십리","하차",0,43,298,703,2322,852,481,506,523,612,706,758,976,1396,2507,1964,1063,1035,953,565,189,0,0,0
"6355","2019-11-12","5호선",2544,"장한평","승차",3,251,725,2361,3311,1525,927,738,760,820,862,917,1166,1539,2740,1217,681,561,433,202,31,2,0,0
"6356","2019-11-12","5호선",2544,"장한평","하차",0,42,491,1050,3497,1368,743,597,665,940,738,856,997,1423,2520,2085,1091,952,925,540,225,0,0,0
"6357","2019-11-12","5호선",2545,"군자(능동)","승차",2,303,502,1646,2453,925,479,423,434,532,407,480,544,759,962,568,453,401,431,180,46,0,0,0
"6358","2019-11-12","5호선",2545,"군자(능동)","하차",0,25,231,368,1116,715,425,402,408,488,526,598,737,1194,2079,1706,816,796,718,442,228,72,0,0
"6359","2019-11-12","5호선",2546,"아차산(어린이대공원후문)","승차",1,367,638,2173,3066,1305,744,638,761,705,738,847,999,998,1089,650,407,428,310,114,29,0,0,0
"6360","2019-11-12","5호선",2546,"아차산(어린이대공원후문)","하차",2,61,222,568,1223,677,591,516,615,641,674,796,1000,1329,2235,1920,1048,864,922,470,171,0,0,0
"6361","2019-11-12","5호선",2547,"광나루(장신대)","승차",0,212,651,2044,2491,1302,757,670,710,714,708,767,960,1068,1460,602,489,536,381,134,19,0,0,0
"6362","2019-11-12","5호선",2547,"광나루(장신대)","하차",0,60,322,692,1689,801,682,521,536,544,592,653,949,1072,1841,1402,755,816,710,425,122,2,0,0
"6363","2019-11-12","5호선",2548,"천호(풍납토성)","승차",1,307,458,1374,1694,1042,921,931,1042,1211,1102,1290,1507,1718,2119,1532,1359,1036,748,329,58,0,0,0
"6364","2019-11-12","5호선",2548,"천호(풍납토성)","하차",0,61,494,858,1677,1543,1041,1028,1013,1188,1085,1367,1371,1788,2751,2115,1069,958,867,510,171,0,0,0
"6365","2019-11-12","5호선",2549,"강동","승차",2,498,926,3205,4051,1952,1238,990,1021,992,784,872,1077,1667,2058,1111,659,571,376,155,36,0,0,0
"6366","2019-11-12","5호선",2549,"강동","하차",1,54,470,1199,1993,1133,732,586,639,763,796,968,1272,1524,2478,2054,1214,1094,1130,682,317,0,0,0
"6367","2019-11-12","5호선",2550,"길동","승차",0,163,359,1144,1373,610,467,437,423,477,424,419,413,512,586,301,207,157,161,56,9,0,0,0
"6368","2019-11-12","5호선",2550,"길동","하차",0,15,133,221,651,555,357,346,392,378,432,479,657,677,1189,1149,471,477,338,264,86,0,0,0
"6369","2019-11-12","5호선",2551,"굽은다리(강동구민회관앞)","승차",0,261,548,1874,1978,956,538,468,567,475,388,465,425,532,627,303,314,240,237,50,13,1,0,0
"6370","2019-11-12","5호선",2551,"굽은다리(강동구민회관앞)","하차",0,26,133,272,560,382,275,269,383,430,393,447,773,813,1375,1497,709,634,700,413,154,0,0,0
"6371","2019-11-12","5호선",2552,"명일","승차",0,187,619,1980,1749,906,533,486,581,451,382,377,497,591,497,254,180,201,131,46,11,0,0,0
"6372","2019-11-12","5호선",2552,"명일","하차",0,23,112,289,528,427,378,271,303,418,440,529,773,868,1556,1582,742,600,669,362,139,0,0,0
"6373","2019-11-12","5호선",2553,"고덕","승차",0,137,608,1759,1467,726,563,512,604,476,460,647,1019,819,704,310,239,251,239,75,9,0,0,0
"6374","2019-11-12","5호선",2553,"고덕","하차",0,40,195,711,769,598,458,367,373,488,578,597,538,919,1408,1275,649,574,612,336,59,25,0,0
"6375","2019-11-12","5호선",2554,"상일동","승차",0,276,1100,3973,3371,1569,861,607,567,544,502,482,918,1364,883,352,193,158,81,52,4,0,0,0
"6376","2019-11-12","5호선",2554,"상일동","하차",0,95,812,608,824,402,258,326,302,431,639,617,714,1202,1636,2274,1107,892,951,554,156,56,0,0
"6377","2019-11-12","5호선",2555,"둔촌동","승차",0,163,390,1171,1452,694,440,377,408,466,439,502,530,752,868,492,295,337,373,76,20,0,0,0
"6378","2019-11-12","5호선",2555,"둔촌동","하차",0,18,164,460,914,583,312,365,397,418,448,506,613,901,1343,1108,591,447,465,275,85,0,0,0
"6379","2019-11-12","5호선",2556,"올림픽공원(한국체대)","승차",0,37,201,626,641,352,264,255,266,248,291,334,441,634,526,259,167,133,121,36,2,0,0,0
"6380","2019-11-12","5호선",2556,"올림픽공원(한국체대)","하차",0,40,177,376,602,286,259,289,233,319,261,246,253,308,378,397,213,192,171,134,32,0,0,0
"6381","2019-11-12","5호선",2557,"방이","승차",0,90,338,969,907,546,373,338,429,344,264,404,519,553,857,460,381,432,394,79,18,0,0,0
"6382","2019-11-12","5호선",2557,"방이","하차",0,28,137,410,1096,543,251,281,368,361,403,451,561,787,924,881,440,421,310,242,102,0,0,0
"6383","2019-11-12","5호선",2558,"오금","승차",0,48,149,533,467,255,207,160,197,200,153,187,369,310,699,204,154,127,98,33,5,0,0,0
"6384","2019-11-12","5호선",2558,"오금","하차",0,18,108,433,992,247,155,105,148,153,139,194,236,254,349,336,152,220,145,106,44,0,0,0
"6385","2019-11-12","5호선",2559,"개롱","승차",0,147,359,1509,1150,608,387,343,340,359,255,325,374,578,649,250,210,198,125,57,11,0,0,0
"6386","2019-11-12","5호선",2559,"개롱","하차",0,37,124,407,815,295,225,191,294,321,336,326,596,618,1027,938,514,489,523,291,127,0,0,0
"6387","2019-11-12","5호선",2560,"거여","승차",0,190,460,1869,1492,736,443,347,411,338,270,430,471,608,646,268,189,209,106,41,8,0,0,0
"6388","2019-11-12","5호선",2560,"거여","하차",0,18,272,296,773,347,208,204,251,326,309,386,667,690,1054,996,542,447,573,281,101,0,0,0
"6389","2019-11-12","5호선",2561,"마천","승차",1,230,402,1168,1051,476,317,259,278,258,230,218,292,383,374,121,82,88,38,18,4,0,0,0
"6390","2019-11-12","5호선",2561,"마천","하차",1,14,207,161,450,253,211,172,195,248,287,265,451,591,667,697,363,346,335,216,99,0,0,0
"6391","2019-11-12","6호선",2611,"응암","승차",0,444,1021,3448,4479,1964,1091,956,908,847,745,724,883,922,892,532,389,387,250,145,31,2,0,0
"6392","2019-11-12","6호선",2611,"응암","하차",0,50,252,460,792,597,527,489,633,712,732,1009,1367,1733,3096,2938,1529,1320,1354,879,302,5,0,0
"6393","2019-11-12","6호선",2612,"역촌","승차",0,78,247,765,828,381,220,202,204,213,194,179,196,225,257,121,113,82,54,29,3,0,0,0
"6394","2019-11-12","6호선",2612,"역촌","하차",0,15,75,138,384,228,153,156,194,199,211,255,274,426,738,671,315,347,276,210,89,0,0,0
"6395","2019-11-12","6호선",2613,"불광","승차",2,76,154,521,612,276,187,215,261,295,293,303,393,365,413,234,197,182,104,65,8,0,0,0
"6396","2019-11-12","6호선",2613,"불광","하차",0,23,61,178,362,275,206,244,216,268,274,310,334,487,746,519,311,262,210,166,55,0,0,0
"6397","2019-11-12","6호선",2614,"독바위","승차",0,90,217,676,688,340,154,138,123,137,118,140,119,132,113,66,56,41,36,20,8,0,0,0
"6398","2019-11-12","6호선",2614,"독바위","하차",0,13,52,80,116,121,103,99,100,134,126,135,221,255,480,485,285,220,268,146,69,0,1,0
"6399","2019-11-12","6호선",2616,"구산","승차",0,206,446,1461,1736,857,461,416,359,377,403,406,480,449,389,212,177,169,153,70,11,0,0,0
"6400","2019-11-12","6호선",2616,"구산","하차",0,5,83,396,288,238,197,204,215,259,295,374,482,597,855,904,429,341,368,211,109,0,0,0
"6401","2019-11-12","6호선",2617,"새절(신사)","승차",0,429,861,2672,3461,1512,819,654,676,672,629,607,934,901,760,412,350,322,313,109,31,0,0,0
"6402","2019-11-12","6호선",2617,"새절(신사)","하차",0,32,180,429,832,723,486,433,520,614,579,958,967,1403,2208,2009,1032,1003,925,576,186,49,0,0
"6403","2019-11-12","6호선",2618,"증산(명지대앞)","승차",1,324,608,1946,2463,1154,647,502,492,511,380,392,518,537,577,303,261,211,195,70,23,0,0,0
"6404","2019-11-12","6호선",2618,"증산(명지대앞)","하차",0,26,149,224,550,417,362,360,322,403,422,519,816,932,1643,1518,805,830,726,479,173,19,0,0
"6405","2019-11-12","6호선",2619,"디지털미디어시티","승차",3,222,591,2150,2417,1197,612,528,537,492,454,528,750,1348,2569,1147,543,468,361,155,34,1,0,0
"6406","2019-11-12","6호선",2619,"디지털미디어시티","하차",0,99,452,1313,3940,1541,549,443,435,500,537,594,934,1145,1896,1433,884,808,724,405,184,13,0,0
"6407","2019-11-12","6호선",2620,"월드컵경기장(성산)","승차",1,47,120,423,567,282,231,290,289,458,550,642,748,755,618,316,195,212,158,42,26,2,0,0
"6408","2019-11-12","6호선",2620,"월드컵경기장(성산)","하차",1,51,112,221,480,488,551,697,547,519,563,544,478,424,577,397,251,222,210,108,42,1,0,0
"6409","2019-11-12","6호선",2621,"마포구청","승차",0,279,573,1970,2694,1516,865,741,721,757,639,727,772,1026,1751,782,544,643,392,177,40,1,0,0
"6410","2019-11-12","6호선",2621,"마포구청","하차",0,74,290,640,1788,820,577,430,557,610,678,690,865,1096,1848,1335,984,831,789,511,192,0,0,0
"6411","2019-11-12","6호선",2622,"망원","승차",0,196,375,1360,1970,1093,712,650,715,727,688,785,825,918,1490,937,642,774,580,285,64,0,0,0
"6412","2019-11-12","6호선",2622,"망원","하차",0,26,174,365,1498,1282,705,729,643,896,864,988,1087,1405,1960,1628,849,673,583,459,138,0,0,0
"6413","2019-11-12","6호선",2623,"합정","승차",2,124,269,766,1121,752,535,520,555,632,594,679,857,1130,1940,1233,936,1167,1071,562,124,1,0,0
"6414","2019-11-12","6호선",2623,"합정","하차",0,58,326,713,2151,1146,640,590,567,649,624,641,771,1186,1830,1236,655,530,488,330,115,0,0,0
"6415","2019-11-12","6호선",2624,"상수","승차",0,80,171,472,690,396,284,297,349,434,496,587,755,1027,1382,841,731,899,779,569,112,0,0,0
"6416","2019-11-12","6호선",2624,"상수","하차",0,34,117,328,1483,1724,859,646,708,636,520,538,618,869,1283,934,494,347,350,202,72,0,0,0
"6417","2019-11-12","6호선",2625,"광흥창(서강)","승차",2,126,321,916,1298,710,460,544,535,491,495,531,766,918,1469,669,483,458,290,126,20,0,0,0
"6418","2019-11-12","6호선",2625,"광흥창(서강)","하차",1,54,221,825,1984,901,513,410,452,465,379,476,525,633,1028,736,502,395,411,206,101,0,0,0
"6419","2019-11-12","6호선",2626,"대흥(서강대앞)","승차",0,88,223,698,989,565,369,328,478,520,534,562,978,1037,1394,630,506,591,477,225,49,2,0,0
"6420","2019-11-12","6호선",2626,"대흥(서강대앞)","하차",0,36,159,688,2177,971,913,605,452,589,440,489,563,671,1005,761,384,364,351,251,83,0,0,0
"6421","2019-11-12","6호선",2627,"공덕","승차",2,203,342,1056,1555,981,733,815,763,1007,941,992,1325,2219,4233,1657,1236,1231,931,445,85,0,0,0
"6422","2019-11-12","6호선",2627,"공덕","하차",1,58,448,1623,5271,2225,1079,834,684,840,856,840,922,1094,1936,1242,662,672,558,379,141,26,0,0
"6423","2019-11-12","6호선",2628,"효창공원앞","승차",0,97,188,769,1305,681,399,332,487,373,369,422,563,621,1061,504,286,239,224,97,24,0,0,0
"6424","2019-11-12","6호선",2628,"효창공원앞","하차",0,21,142,298,1154,860,524,321,318,360,343,295,404,528,842,624,369,326,316,222,87,0,0,0
"6425","2019-11-12","6호선",2629,"삼각지","승차",0,63,119,314,510,467,271,284,302,333,393,412,526,791,1168,513,442,440,366,184,30,0,0,0
"6426","2019-11-12","6호선",2629,"삼각지","하차",0,35,242,581,1321,480,338,224,263,239,229,270,229,405,538,376,239,259,252,154,51,1,0,0
"6427","2019-11-12","6호선",2630,"녹사평(용산구청)","승차",1,43,97,228,454,327,184,207,216,224,249,284,452,594,710,425,331,453,353,138,31,0,0,0
"6428","2019-11-12","6호선",2630,"녹사평(용산구청)","하차",0,15,207,406,782,324,228,192,272,323,229,287,280,375,647,418,243,191,186,90,63,0,0,0
"6429","2019-11-12","6호선",2631,"이태원","승차",0,138,199,487,788,560,413,391,462,542,571,695,906,1180,1424,905,817,986,989,569,116,0,0,0
"6430","2019-11-12","6호선",2631,"이태원","하차",0,36,284,450,1466,1104,608,617,523,635,636,653,834,1091,1572,1211,647,454,527,314,177,0,0,0
"6431","2019-11-12","6호선",2632,"한강진","승차",0,24,72,166,245,245,160,202,224,274,333,491,790,1022,1503,976,585,1128,543,155,35,0,0,0
"6432","2019-11-12","6호선",2632,"한강진","하차",0,36,683,901,1916,1396,551,559,362,445,327,380,417,659,918,693,181,152,151,118,68,0,0,0
"6433","2019-11-12","6호선",2633,"버티고개","승차",0,35,89,257,412,294,172,121,122,117,101,120,118,187,283,172,116,84,60,30,6,0,0,0
"6434","2019-11-12","6호선",2633,"버티고개","하차",0,9,52,112,275,155,69,74,81,95,124,147,172,198,301,241,161,124,153,128,38,0,0,0
"6435","2019-11-12","6호선",2634,"약수","승차",0,48,76,221,385,263,181,188,229,222,252,235,262,379,608,337,240,229,174,74,26,0,0,0
"6436","2019-11-12","6호선",2634,"약수","하차",0,12,76,260,842,463,231,217,173,211,212,244,208,319,378,257,146,138,132,73,33,0,0,0
"6437","2019-11-12","6호선",2635,"청구","승차",0,66,107,346,484,293,171,223,172,176,197,191,234,279,602,406,240,197,132,60,15,0,0,0
"6438","2019-11-12","6호선",2635,"청구","하차",0,21,103,268,1152,552,240,184,184,192,169,215,209,310,354,249,160,134,167,81,44,0,0,0
"6439","2019-11-12","6호선",2636,"신당","승차",2,300,306,376,562,440,355,402,586,458,774,523,582,734,1141,648,541,517,408,212,53,0,0,0
"6440","2019-11-12","6호선",2636,"신당","하차",0,74,248,752,1915,1151,641,416,395,354,327,296,364,453,585,914,460,357,308,478,117,0,0,0
"6441","2019-11-12","6호선",2637,"동묘앞","승차",3,170,209,434,602,506,477,482,554,563,714,717,917,1073,1127,612,387,294,236,109,20,0,0,0
"6442","2019-11-12","6호선",2637,"동묘앞","하차",2,28,171,430,1344,1016,673,584,517,676,545,618,613,662,690,519,317,352,320,350,89,1,0,0
"6443","2019-11-12","6호선",2638,"창신","승차",1,88,229,729,944,349,207,166,161,153,165,214,229,184,201,169,157,98,73,27,9,0,0,0
"6444","2019-11-12","6호선",2638,"창신","하차",0,14,70,262,355,179,125,115,120,152,138,162,219,289,405,353,212,228,207,129,45,0,0,0
"6445","2019-11-12","6호선",2639,"보문","승차",1,161,294,958,1621,771,363,353,405,408,348,345,369,551,766,412,236,261,207,120,29,0,0,0
"6446","2019-11-12","6호선",2639,"보문","하차",0,35,109,405,872,485,349,280,250,267,310,360,403,587,936,759,468,412,503,333,117,0,0,0
"6447","2019-11-12","6호선",2640,"안암(고대병원앞)","승차",0,59,112,344,612,467,549,622,654,674,833,1450,1912,2069,2254,1213,1021,1123,1117,709,151,0,0,0
"6448","2019-11-12","6호선",2640,"안암(고대병원앞)","하차",0,70,291,782,3039,1954,2264,1083,793,1208,765,701,586,729,1162,804,404,444,519,316,148,14,0,0
"6449","2019-11-12","6호선",2641,"고려대(종암)","승차",0,126,268,1006,1385,664,423,403,391,541,452,633,909,1116,1150,583,455,695,525,205,50,0,0,0
"6450","2019-11-12","6호선",2641,"고려대(종암)","하차",0,37,210,465,1749,758,904,470,430,587,380,452,496,659,1191,895,517,488,431,369,143,2,0,0
"6451","2019-11-12","6호선",2642,"월곡(동덕여대)","승차",2,291,562,2000,2349,1066,791,568,644,730,759,766,1056,1002,1258,636,499,610,400,161,33,2,0,0
"6452","2019-11-12","6호선",2642,"월곡(동덕여대)","하차",2,39,163,313,1510,889,890,664,543,647,618,755,980,1137,1900,1517,809,776,693,491,165,0,0,0
"6453","2019-11-12","6호선",2643,"상월곡(한국과학기술연구원)","승차",1,190,318,1224,1375,620,368,278,367,383,351,352,549,430,533,321,165,165,131,54,12,0,0,0
"6454","2019-11-12","6호선",2643,"상월곡(한국과학기술연구원)","하차",0,24,99,151,802,452,653,395,353,335,244,323,384,551,775,704,382,411,372,253,113,0,0,0
"6455","2019-11-12","6호선",2644,"돌곶이","승차",0,239,512,1495,1903,843,512,424,467,447,366,461,498,577,683,490,228,224,161,84,22,2,0,0
"6456","2019-11-12","6호선",2644,"돌곶이","하차",1,31,136,257,788,468,367,338,360,401,397,510,662,730,1231,1099,690,539,548,340,136,0,0,0
"6457","2019-11-12","6호선",2645,"석계","승차",41,326,845,2452,2852,1360,834,712,685,692,559,586,638,835,847,505,362,323,320,194,52,0,0,0
"6458","2019-11-12","6호선",2645,"석계","하차",0,92,208,366,729,500,458,500,542,587,720,788,1060,1316,2178,2343,1167,1056,1008,593,245,0,0,0
"6459","2019-11-12","6호선",2646,"태릉입구","승차",1,159,298,919,1092,496,300,285,329,268,275,247,311,360,391,287,192,184,133,91,16,2,0,0
"6460","2019-11-12","6호선",2646,"태릉입구","하차",0,24,127,188,579,414,323,483,303,264,354,357,457,576,940,938,486,516,447,335,191,0,0,0
"6461","2019-11-12","6호선",2647,"화랑대(서울여대입구)","승차",2,247,916,3177,3035,1404,792,585,610,537,561,686,797,1083,918,335,294,237,166,86,16,0,0,0
"6462","2019-11-12","6호선",2647,"화랑대(서울여대입구)","하차",0,23,124,339,965,633,439,453,340,379,389,469,520,979,1633,1619,841,855,717,501,232,2,0,0
"6463","2019-11-12","6호선",2648,"봉화산(서울의료원)","승차",1,233,683,2695,2365,1040,648,523,529,415,405,394,475,595,559,278,219,177,146,73,9,0,0,0
"6464","2019-11-12","6호선",2648,"봉화산(서울의료원)","하차",0,60,125,327,605,341,271,245,360,394,416,522,553,969,1485,1546,857,694,760,481,219,13,0,0
"6465","2019-11-12","7호선",2711,"장암","승차",0,67,336,911,533,209,102,73,121,64,59,80,109,152,99,93,32,28,23,10,2,0,0,0
"6466","2019-11-12","7호선",2711,"장암","하차",0,2,57,45,56,38,47,56,39,25,31,30,48,48,102,138,57,52,35,34,7,0,0,0
"6467","2019-11-12","7호선",2712,"도봉산","승차",0,184,717,2736,2121,965,485,445,479,386,488,498,634,718,599,207,135,112,107,36,4,3,0,0
"6468","2019-11-12","7호선",2712,"도봉산","하차",0,17,189,295,798,757,606,483,413,422,447,578,611,838,1428,1931,1140,962,898,616,258,59,0,0
"6469","2019-11-12","7호선",2713,"수락산","승차",1,347,945,2571,2331,1295,782,654,705,650,671,666,651,754,810,506,302,268,183,103,21,0,0,0
"6470","2019-11-12","7호선",2713,"수락산","하차",0,17,227,345,762,641,586,488,582,510,540,706,833,1171,1799,2322,1180,931,830,634,287,0,0,0
"6471","2019-11-12","7호선",2714,"마들","승차",1,362,884,3004,2702,1321,849,617,724,598,482,502,501,534,449,316,222,158,138,57,7,0,0,0
