"","날짜","호선","역번호","역명","구분","X04...05","X05...06","X06...07","X07...08","X08...09","X09...10","X10...11","X11...12","X12...13","X13...14","X14...15","X15...16","X16...17","X17...18","X18...19","X19...20","X20...21","X21...22","X22...23","X23...24","X00...01","X01...02","X02...03","X03...04"
"1413","2019-11-03","5호선",2548,"천호(풍납토성)","승차",1,182,214,272,559,693,768,759,956,1201,1249,1329,1382,1408,1472,1073,1157,808,570,246,2,0,0,0
"1414","2019-11-03","5호선",2548,"천호(풍납토성)","하차",0,26,277,285,443,963,1012,1002,1031,1201,1266,1284,1239,1366,1219,961,724,684,516,314,66,0,0,0
"1415","2019-11-03","5호선",2549,"강동","승차",0,250,363,496,910,1139,974,981,1042,1145,1103,1077,953,893,762,581,509,427,303,110,5,0,0,0
"1416","2019-11-03","5호선",2549,"강동","하차",1,33,291,279,396,564,696,691,813,814,887,847,933,924,1068,792,729,730,618,405,140,0,0,0
"1417","2019-11-03","5호선",2550,"길동","승차",2,90,145,171,273,337,368,349,380,379,512,301,295,308,263,175,218,152,116,29,1,0,0,0
"1418","2019-11-03","5호선",2550,"길동","하차",0,9,122,86,238,161,323,166,259,273,269,365,450,380,475,374,273,351,171,143,31,0,0,0
"1419","2019-11-03","5호선",2551,"굽은다리(강동구민회관앞)","승차",0,148,229,251,422,564,538,469,608,595,512,450,372,343,353,195,221,267,160,39,2,0,0,0
"1420","2019-11-03","5호선",2551,"굽은다리(강동구민회관앞)","하차",0,5,88,116,211,264,310,299,298,372,388,435,524,554,606,473,411,444,367,218,44,0,0,0
"1421","2019-11-03","5호선",2552,"명일","승차",0,73,156,172,351,427,545,468,634,601,461,392,344,256,253,182,121,214,117,26,0,0,0,0
"1422","2019-11-03","5호선",2552,"명일","하차",0,7,108,90,222,252,437,308,242,309,355,380,445,526,580,404,325,362,274,216,37,0,0,0
"1423","2019-11-03","5호선",2553,"고덕","승차",0,62,122,186,333,359,335,370,380,421,399,382,377,414,309,285,207,198,133,30,2,0,0,0
"1424","2019-11-03","5호선",2553,"고덕","하차",0,30,79,139,161,215,258,215,259,378,358,388,460,526,503,436,289,320,244,164,39,0,0,0
"1425","2019-11-03","5호선",2554,"상일동","승차",0,112,208,355,597,743,724,671,621,655,535,541,514,525,341,223,178,123,88,16,0,0,0,0
"1426","2019-11-03","5호선",2554,"상일동","하차",0,28,166,153,219,295,335,231,342,342,425,455,618,587,654,574,524,568,455,256,53,0,0,0
"1427","2019-11-03","5호선",2555,"둔촌동","승차",0,71,117,185,461,570,446,420,580,604,548,516,440,493,352,290,224,187,290,52,1,0,0,0
"1428","2019-11-03","5호선",2555,"둔촌동","하차",0,9,107,159,276,529,571,443,333,505,430,508,497,530,558,454,332,264,263,156,0,0,0,0
"1429","2019-11-03","5호선",2556,"올림픽공원(한국체대)","승차",2,13,74,74,186,219,226,221,211,267,286,302,276,308,251,98,76,96,70,15,0,0,0,0
"1430","2019-11-03","5호선",2556,"올림픽공원(한국체대)","하차",0,12,93,70,127,229,176,222,192,299,312,240,255,211,207,136,111,72,80,58,0,0,0,0
"1431","2019-11-03","5호선",2557,"방이","승차",0,47,115,123,275,427,379,297,433,469,385,457,359,350,300,274,237,292,215,35,0,0,0,0
"1432","2019-11-03","5호선",2557,"방이","하차",0,24,93,89,235,486,477,217,288,432,337,386,378,357,406,315,213,218,136,134,0,0,0,0
"1433","2019-11-03","5호선",2558,"오금","승차",1,29,46,69,127,166,146,129,140,169,180,174,144,131,104,71,64,68,44,14,0,0,0,0
"1434","2019-11-03","5호선",2558,"오금","하차",0,11,52,45,83,113,178,87,81,115,114,137,120,165,125,113,117,100,102,94,0,0,0,0
"1435","2019-11-03","5호선",2559,"개롱","승차",0,79,136,171,284,420,360,439,402,362,305,292,231,193,181,136,97,108,74,20,1,0,0,0
"1436","2019-11-03","5호선",2559,"개롱","하차",0,22,51,60,133,264,225,182,226,265,255,281,369,453,388,342,274,251,282,137,38,0,0,0
"1437","2019-11-03","5호선",2560,"거여","승차",0,82,161,214,371,464,432,347,407,461,343,300,277,266,178,149,126,88,61,28,1,0,0,0
"1438","2019-11-03","5호선",2560,"거여","하차",0,17,63,83,124,152,253,192,181,246,261,329,397,448,446,355,299,293,272,159,33,0,0,0
"1439","2019-11-03","5호선",2561,"마천","승차",1,115,124,165,252,371,341,286,339,331,332,290,249,215,171,115,92,62,46,16,2,0,0,0
"1440","2019-11-03","5호선",2561,"마천","하차",0,2,74,66,170,307,394,201,188,238,220,239,293,325,372,315,257,236,231,160,29,0,0,0
"1441","2019-11-03","6호선",2611,"응암","승차",0,215,358,489,787,1069,1063,1009,1028,1073,901,860,758,608,486,363,302,297,185,82,4,0,0,0
"1442","2019-11-03","6호선",2611,"응암","하차",1,35,164,174,242,425,443,413,471,638,654,790,917,1265,1058,1045,810,969,816,532,112,1,0,0
"1443","2019-11-03","6호선",2612,"역촌","승차",0,44,67,105,160,229,217,176,246,305,217,184,156,156,136,80,71,39,56,22,2,0,0,0
"1444","2019-11-03","6호선",2612,"역촌","하차",1,6,61,50,89,137,214,147,145,160,179,182,248,324,226,235,158,196,163,164,1,0,0,0
"1445","2019-11-03","6호선",2613,"불광","승차",2,38,61,71,109,170,205,210,269,389,348,418,480,400,309,263,200,177,134,34,1,0,0,0
"1446","2019-11-03","6호선",2613,"불광","하차",0,12,41,76,163,279,294,201,326,281,315,362,352,378,284,215,178,157,131,97,7,0,0,0
"1447","2019-11-03","6호선",2614,"독바위","승차",2,55,66,81,133,179,174,147,164,180,171,161,150,117,80,56,34,27,23,6,2,0,0,0
"1448","2019-11-03","6호선",2614,"독바위","하차",1,11,32,37,75,173,239,150,93,155,108,180,145,234,139,166,126,142,117,87,7,0,0,0
"1449","2019-11-03","6호선",2616,"구산","승차",1,119,138,201,373,467,434,391,426,494,354,359,274,241,170,172,142,98,79,33,0,0,0,0
"1450","2019-11-03","6호선",2616,"구산","하차",0,3,63,66,89,115,158,147,185,194,281,252,370,374,340,275,267,220,224,146,0,0,0,0
"1451","2019-11-03","6호선",2617,"새절(신사)","승차",1,198,280,379,618,783,772,723,838,829,701,536,483,414,407,271,219,183,144,47,0,0,0,0
"1452","2019-11-03","6호선",2617,"새절(신사)","하차",1,23,133,174,215,256,350,241,362,394,535,629,722,782,882,696,670,599,556,364,56,0,0,0
"1453","2019-11-03","6호선",2618,"증산(명지대앞)","승차",1,156,205,288,515,645,641,537,596,589,566,499,437,431,330,275,182,140,112,38,0,0,0,0
"1454","2019-11-03","6호선",2618,"증산(명지대앞)","하차",0,22,118,103,169,185,331,260,283,369,368,474,664,692,719,587,512,467,502,308,52,0,0,0
"1455","2019-11-03","6호선",2619,"디지털미디어시티","승차",0,129,198,280,385,572,568,542,564,611,502,456,483,519,439,298,261,173,145,69,6,0,0,0
"1456","2019-11-03","6호선",2619,"디지털미디어시티","하차",0,51,202,232,307,325,330,384,351,478,494,525,516,687,608,491,396,464,388,259,75,0,0,0
"1457","2019-11-03","6호선",2620,"월드컵경기장(성산)","승차",0,36,43,47,136,173,280,364,542,915,1221,1825,3209,6658,2179,829,430,251,192,78,1,2,0,0
"1458","2019-11-03","6호선",2620,"월드컵경기장(성산)","하차",1,28,60,140,360,990,1700,2009,1971,3224,5183,1971,1050,580,302,315,145,128,108,68,1,0,0,0
"1459","2019-11-03","6호선",2621,"마포구청","승차",1,146,228,320,568,752,684,621,779,693,661,667,690,761,715,479,378,318,200,94,0,0,0,0
"1460","2019-11-03","6호선",2621,"마포구청","하차",0,46,130,140,196,336,415,378,478,536,547,636,665,689,617,596,560,463,452,330,1,0,0,0
"1461","2019-11-03","6호선",2622,"망원","승차",0,134,209,246,413,515,563,545,732,812,780,776,878,881,893,684,591,595,387,181,0,0,0,0
"1462","2019-11-03","6호선",2622,"망원","하차",0,30,126,109,185,425,568,622,835,1003,1029,1020,1081,1203,976,620,505,446,378,232,0,0,0,0
"1463","2019-11-03","6호선",2623,"합정","승차",0,95,136,155,270,388,476,548,782,879,984,860,993,983,1001,924,927,1012,706,319,0,0,0,0
"1464","2019-11-03","6호선",2623,"합정","하차",0,38,185,185,331,429,689,691,881,1015,966,884,996,1284,1006,559,501,353,297,215,0,0,0,0
"1465","2019-11-03","6호선",2624,"상수","승차",0,240,245,150,192,243,239,259,343,453,519,514,500,576,600,522,609,683,626,350,0,0,0,0
"1466","2019-11-03","6호선",2624,"상수","하차",0,26,73,85,126,247,461,594,684,889,701,675,745,888,821,545,421,341,275,245,0,0,0,0
"1467","2019-11-03","6호선",2625,"광흥창(서강)","승차",0,59,110,133,286,389,374,389,476,480,438,398,484,375,370,234,243,182,147,40,0,0,0,0
"1468","2019-11-03","6호선",2625,"광흥창(서강)","하차",0,39,131,155,308,244,395,278,296,347,353,341,423,387,376,324,247,278,233,149,3,0,0,0
"1469","2019-11-03","6호선",2626,"대흥(서강대앞)","승차",2,59,99,108,237,298,276,337,339,431,391,365,352,394,309,253,191,218,191,99,1,0,0,0
"1470","2019-11-03","6호선",2626,"대흥(서강대앞)","하차",3,39,63,79,134,235,292,269,269,366,410,384,423,472,374,312,281,242,224,198,27,0,0,0
"1471","2019-11-03","6호선",2627,"공덕","승차",7,99,194,197,366,486,547,599,713,807,760,658,684,648,590,461,484,461,338,179,0,0,0,0
"1472","2019-11-03","6호선",2627,"공덕","하차",0,58,260,184,333,424,467,441,489,563,522,584,642,783,782,555,504,424,340,285,75,0,0,0
"1473","2019-11-03","6호선",2628,"효창공원앞","승차",0,68,108,107,239,329,306,311,367,389,370,278,320,286,252,142,141,143,95,47,0,0,0,0
"1474","2019-11-03","6호선",2628,"효창공원앞","하차",0,22,121,76,116,242,189,156,164,209,258,289,280,327,291,277,232,210,167,133,9,0,0,0
"1475","2019-11-03","6호선",2629,"삼각지","승차",0,46,77,87,103,178,219,200,314,415,442,509,465,492,362,196,190,212,147,67,1,0,0,0
"1476","2019-11-03","6호선",2629,"삼각지","하차",0,30,77,99,132,154,162,190,302,272,237,234,247,258,243,172,171,181,163,124,6,0,0,0
"1477","2019-11-03","6호선",2630,"녹사평(용산구청)","승차",0,103,73,80,108,162,209,249,308,382,379,373,445,438,446,454,426,424,282,147,0,0,0,0
"1478","2019-11-03","6호선",2630,"녹사평(용산구청)","하차",0,8,96,61,116,166,300,364,454,468,499,392,459,548,469,245,204,137,113,100,2,0,0,0
"1479","2019-11-03","6호선",2631,"이태원","승차",0,1847,1121,621,499,537,517,634,768,888,1027,1012,1112,1156,1201,1224,1259,1246,1252,540,0,0,0,0
"1480","2019-11-03","6호선",2631,"이태원","하차",0,63,195,153,237,507,654,760,1010,1274,1322,1245,1334,1356,1510,1007,793,597,449,358,57,0,0,0
"1481","2019-11-03","6호선",2632,"한강진","승차",4,61,77,55,63,81,88,190,206,299,405,527,558,702,639,898,1289,546,299,89,0,0,0,0
"1482","2019-11-03","6호선",2632,"한강진","하차",0,21,307,142,223,352,521,604,741,844,954,988,763,485,333,189,139,106,60,58,34,0,0,0
"1483","2019-11-03","6호선",2633,"버티고개","승차",0,27,43,55,91,103,98,110,96,108,114,99,96,91,73,61,57,43,41,14,0,0,0,0
"1484","2019-11-03","6호선",2633,"버티고개","하차",1,12,37,33,31,42,77,77,72,84,103,102,101,155,132,104,83,84,80,58,7,0,0,0
"1485","2019-11-03","6호선",2634,"약수","승차",0,26,51,50,89,133,97,145,163,204,173,130,154,193,169,153,111,106,84,52,0,0,0,0
"1486","2019-11-03","6호선",2634,"약수","하차",0,7,53,48,82,100,149,136,174,128,179,157,195,174,182,109,105,94,73,54,10,0,0,0
"1487","2019-11-03","6호선",2635,"청구","승차",0,22,72,70,104,157,140,134,155,170,145,136,151,145,138,105,96,68,53,24,0,1,0,0
"1488","2019-11-03","6호선",2635,"청구","하차",0,17,61,61,75,114,133,84,103,135,139,153,150,158,186,134,118,108,114,72,7,1,0,0
"1489","2019-11-03","6호선",2636,"신당","승차",0,42,63,88,191,285,272,372,398,403,340,400,390,429,323,266,218,249,228,138,1,0,0,0
"1490","2019-11-03","6호선",2636,"신당","하차",0,31,95,101,335,254,237,252,311,301,270,299,268,296,343,724,506,276,288,457,30,0,0,0
"1491","2019-11-03","6호선",2637,"동묘앞","승차",0,59,83,79,215,289,394,491,620,780,1032,1129,1114,1050,667,359,223,179,107,71,1,0,0,0
"1492","2019-11-03","6호선",2637,"동묘앞","하차",0,19,113,128,239,457,520,792,903,965,859,716,607,440,359,252,270,260,250,380,50,0,0,0
"1493","2019-11-03","6호선",2638,"창신","승차",1,42,61,95,153,209,189,203,171,186,155,139,123,121,86,64,64,27,22,17,0,0,0,0
"1494","2019-11-03","6호선",2638,"창신","하차",0,9,67,46,109,72,115,56,78,103,104,103,133,142,168,112,125,132,121,72,7,0,0,0
"1495","2019-11-03","6호선",2639,"보문","승차",0,69,127,169,277,377,381,374,472,412,339,335,346,294,264,230,173,156,146,81,0,3,0,0
"1496","2019-11-03","6호선",2639,"보문","하차",0,29,106,115,124,179,246,180,243,238,271,266,381,352,369,334,345,348,353,268,40,0,0,0
"1497","2019-11-03","6호선",2640,"안암(고대병원앞)","승차",0,78,107,146,202,322,372,386,502,591,531,528,504,651,554,481,378,375,480,237,0,0,0,0
"1498","2019-11-03","6호선",2640,"안암(고대병원앞)","하차",0,20,138,100,131,263,291,335,430,577,501,547,572,740,643,648,520,592,607,454,104,0,0,0
"1499","2019-11-03","6호선",2641,"고려대(종암)","승차",1,76,140,169,335,372,393,417,468,429,472,431,417,418,331,238,187,176,201,80,0,0,0,0
"1500","2019-11-03","6호선",2641,"고려대(종암)","하차",0,3,127,86,189,259,345,260,298,323,351,308,437,422,470,432,340,425,438,338,11,0,0,0
"1501","2019-11-03","6호선",2642,"월곡(동덕여대)","승차",3,157,203,242,422,620,677,554,661,648,524,525,494,429,400,320,246,206,197,82,2,0,0,0
"1502","2019-11-03","6호선",2642,"월곡(동덕여대)","하차",0,18,125,169,235,229,282,259,347,363,470,596,594,686,672,516,493,430,524,336,6,0,0,0
"1503","2019-11-03","6호선",2643,"상월곡(한국과학기술연구원)","승차",1,94,154,174,260,408,395,435,323,377,307,262,283,227,151,104,81,69,52,27,1,0,0,0
"1504","2019-11-03","6호선",2643,"상월곡(한국과학기술연구원)","하차",0,11,67,61,93,192,168,135,151,189,284,273,320,350,372,276,236,270,262,164,28,0,0,0
"1505","2019-11-03","6호선",2644,"돌곶이","승차",1,134,218,226,388,523,447,419,483,478,400,330,306,281,243,219,143,126,113,57,0,0,0,0
"1506","2019-11-03","6호선",2644,"돌곶이","하차",0,13,106,92,149,178,223,159,317,264,279,356,470,471,467,395,367,343,327,219,29,0,0,0
"1507","2019-11-03","6호선",2645,"석계","승차",15,160,281,352,579,765,713,666,711,680,644,523,516,375,386,277,233,186,190,102,1,0,0,0
"1508","2019-11-03","6호선",2645,"석계","하차",1,35,120,149,159,237,333,292,355,417,491,640,720,879,908,693,618,648,555,408,72,1,0,0
"1509","2019-11-03","6호선",2646,"태릉입구","승차",0,88,120,134,190,304,254,282,287,364,284,290,286,248,180,191,145,149,100,66,1,0,0,0
"1510","2019-11-03","6호선",2646,"태릉입구","하차",0,23,138,123,87,168,191,190,217,252,286,330,352,342,394,321,318,315,286,224,51,0,0,0
"1511","2019-11-03","6호선",2647,"화랑대(서울여대입구)","승차",0,103,212,281,489,603,645,534,720,640,544,489,497,398,362,230,172,129,102,59,0,0,0,0
"1512","2019-11-03","6호선",2647,"화랑대(서울여대입구)","하차",0,18,91,101,199,284,286,217,297,290,390,355,499,511,625,522,456,409,419,297,45,0,0,0
"1513","2019-11-03","6호선",2648,"봉화산(서울의료원)","승차",2,117,139,285,394,518,557,441,480,493,395,380,384,312,245,210,149,123,107,42,0,0,0,0
"1514","2019-11-03","6호선",2648,"봉화산(서울의료원)","하차",0,29,94,125,162,205,232,213,231,264,384,368,449,588,519,387,413,349,333,221,25,0,0,0
"1515","2019-11-03","7호선",2711,"장암","승차",0,22,21,42,73,93,87,117,114,143,130,140,164,183,102,91,79,41,20,5,0,0,0,0
"1516","2019-11-03","7호선",2711,"장암","하차",0,2,34,43,79,146,140,53,73,50,52,42,38,45,49,36,26,23,18,9,2,0,0,0
"1517","2019-11-03","7호선",2712,"도봉산","승차",1,96,168,261,410,521,503,426,494,553,693,870,995,712,461,245,161,129,66,19,1,0,0,0
"1518","2019-11-03","7호선",2712,"도봉산","하차",0,19,161,176,514,1252,1541,910,680,579,663,571,573,469,558,437,474,549,457,309,94,0,0,0
"1519","2019-11-03","7호선",2713,"수락산","승차",0,189,288,365,638,792,749,675,769,803,745,906,960,723,566,417,302,208,130,53,2,0,0,0
"1520","2019-11-03","7호선",2713,"수락산","하차",0,10,115,205,360,830,957,608,561,512,614,644,780,731,759,621,587,558,514,350,79,0,0,0
"1521","2019-11-03","7호선",2714,"마들","승차",3,168,281,394,586,716,704,590,652,574,493,393,409,315,258,190,168,97,80,36,2,0,0,0
"1522","2019-11-03","7호선",2714,"마들","하차",0,48,59,91,134,164,256,172,266,338,381,463,607,598,623,515,522,495,408,357,24,0,0,0
"1523","2019-11-03","7호선",2715,"노원","승차",0,193,242,300,570,596,661,717,873,1006,1044,1116,1223,1165,1061,932,1006,715,520,261,6,0,0,0
"1524","2019-11-03","7호선",2715,"노원","하차",0,66,187,176,444,680,753,791,968,1117,1323,1228,1299,1306,1194,851,594,554,408,395,33,0,0,0
"1525","2019-11-03","7호선",2716,"중계","승차",4,194,330,392,706,955,918,902,697,779,782,673,570,681,379,371,313,254,202,87,1,0,0,0
"1526","2019-11-03","7호선",2716,"중계","하차",2,46,126,276,379,441,458,621,347,467,632,699,751,710,866,697,606,615,587,369,46,0,0,0
"1527","2019-11-03","7호선",2717,"하계","승차",0,156,292,453,749,900,1083,867,1137,981,1068,951,899,899,692,476,414,328,304,71,1,0,0,0
"1528","2019-11-03","7호선",2717,"하계","하차",0,44,135,191,365,533,609,524,682,883,812,932,1018,838,1179,834,733,763,601,461,47,0,0,0
"1529","2019-11-03","7호선",2718,"공릉(서울과학기술대)","승차",1,151,234,253,648,610,658,607,673,650,547,560,525,506,406,329,305,268,222,107,1,0,0,0
"1530","2019-11-03","7호선",2718,"공릉(서울과학기술대)","하차",0,79,267,143,195,248,353,329,352,498,497,567,678,697,829,689,635,651,583,513,75,0,0,0
"1531","2019-11-03","7호선",2719,"태릉입구","승차",2,115,117,174,324,416,411,393,476,466,512,528,439,441,398,294,269,308,183,104,0,0,0,0
"1532","2019-11-03","7호선",2719,"태릉입구","하차",0,21,185,172,195,284,285,209,281,324,367,372,510,436,470,474,360,394,367,243,106,0,0,0
"1533","2019-11-03","7호선",2720,"먹골","승차",2,154,192,245,430,563,599,524,573,675,616,562,464,353,289,282,215,178,117,60,1,0,0,0
"1534","2019-11-03","7호선",2720,"먹골","하차",0,15,137,87,151,218,345,378,462,378,415,443,564,565,621,567,439,491,458,247,61,0,0,0
"1535","2019-11-03","7호선",2721,"중화","승차",0,172,243,336,535,812,638,551,569,659,551,450,459,382,331,288,220,209,142,61,0,0,0,0
"1536","2019-11-03","7호선",2721,"중화","하차",0,19,109,142,259,252,306,245,279,419,437,432,605,632,723,588,503,536,483,296,53,0,0,0
"1537","2019-11-03","7호선",2722,"상봉(시외버스터미널)","승차",4,275,340,398,754,830,823,744,844,863,849,773,856,983,875,795,587,558,445,167,0,0,0,0
"1538","2019-11-03","7호선",2722,"상봉(시외버스터미널)","하차",0,34,195,225,354,477,545,600,627,650,801,829,976,1035,1065,879,728,706,618,455,43,0,0,0
"1539","2019-11-03","7호선",2723,"면목","승차",0,243,389,490,817,1052,932,779,722,795,748,652,634,549,418,384,224,205,173,82,0,0,0,0
"1540","2019-11-03","7호선",2723,"면목","하차",0,41,155,160,259,306,413,351,438,508,591,746,797,899,993,839,720,788,701,481,25,0,0,0
"1541","2019-11-03","7호선",2724,"사가정","승차",2,200,362,444,763,974,879,781,837,865,768,713,686,695,556,447,385,293,250,129,0,0,0,0
"1542","2019-11-03","7호선",2724,"사가정","하차",0,44,239,205,294,423,535,428,492,506,561,733,826,987,970,795,793,760,612,420,27,0,0,0
"1543","2019-11-03","7호선",2725,"용마산","승차",1,82,167,224,311,401,369,312,374,293,266,238,248,348,254,109,72,72,44,33,0,0,0,0
"1544","2019-11-03","7호선",2725,"용마산","하차",0,14,72,67,118,204,260,241,214,290,296,298,316,314,364,282,297,285,305,215,19,0,0,0
"1545","2019-11-03","7호선",2726,"중곡","승차",0,101,191,249,435,541,557,518,619,595,431,430,474,358,297,246,202,219,116,53,0,0,0,0
"1546","2019-11-03","7호선",2726,"중곡","하차",0,5,113,97,226,259,376,234,264,296,321,375,493,557,623,486,465,443,408,261,9,2,0,0
"1547","2019-11-03","7호선",2727,"군자(능동)","승차",1,176,240,320,524,736,722,593,656,706,693,670,707,721,613,625,516,486,352,176,3,0,0,0
"1548","2019-11-03","7호선",2727,"군자(능동)","하차",0,22,223,224,200,269,371,321,376,389,485,519,688,688,604,573,510,516,491,268,21,0,0,0
"1549","2019-11-03","7호선",2728,"어린이대공원(세종대)","승차",0,106,160,220,364,537,479,530,659,763,838,2242,1328,1549,986,488,457,386,439,180,0,0,0,0
"1550","2019-11-03","7호선",2728,"어린이대공원(세종대)","하차",0,27,164,174,317,569,1147,1878,1459,1092,1059,955,729,714,588,478,469,485,506,370,12,0,0,0
"1551","2019-11-03","7호선",2729,"건대입구","승차",1,128,146,166,262,357,374,423,537,702,662,2572,1210,1124,1099,1019,1107,933,723,429,0,0,0,0
"1552","2019-11-03","7호선",2729,"건대입구","하차",2,20,164,172,305,672,972,1870,1408,1061,1090,1258,1093,1163,1057,667,523,479,362,246,113,0,0,0
"1553","2019-11-03","7호선",2730,"뚝섬유원지","승차",0,89,177,172,363,501,424,381,468,414,452,558,692,804,717,618,585,424,308,78,1,0,0,0
"1554","2019-11-03","7호선",2730,"뚝섬유원지","하차",0,20,86,97,145,192,273,332,441,641,735,787,792,810,656,442,409,313,293,158,8,0,0,0
"1555","2019-11-03","7호선",2731,"청담","승차",1,76,176,179,280,333,343,346,517,614,652,832,761,956,824,721,589,581,479,131,2,0,0,0
"1556","2019-11-03","7호선",2731,"청담","하차",0,66,389,471,693,991,931,755,673,859,599,573,620,522,453,363,299,255,189,134,98,0,0,0
"1557","2019-11-03","7호선",2732,"강남구청","승차",0,44,96,91,143,222,205,228,415,511,529,669,660,707,640,599,523,521,431,152,0,0,0,0
"1558","2019-11-03","7호선",2732,"강남구청","하차",0,23,188,255,451,914,723,788,654,640,660,542,487,435,363,281,248,201,136,91,5,0,0,0
"1559","2019-11-03","7호선",2733,"학동","승차",2,136,169,200,235,285,274,322,423,739,812,933,869,679,613,653,484,441,321,121,1,0,0,0
"1560","2019-11-03","7호선",2733,"학동","하차",0,24,271,310,476,716,753,1097,1011,955,625,534,404,423,319,264,253,218,188,161,20,0,0,0
"1561","2019-11-03","7호선",2734,"논현","승차",2,116,148,146,217,328,336,297,375,459,507,552,613,667,700,634,524,691,548,217,0,0,0,0
"1562","2019-11-03","7호선",2734,"논현","하차",0,18,189,253,431,647,679,512,618,641,647,644,608,590,520,455,369,313,241,175,14,0,0,0
"1563","2019-11-03","7호선",2735,"반포","승차",0,27,62,59,108,138,165,189,193,227,248,251,296,341,309,289,228,296,345,77,0,0,0,0
"1564","2019-11-03","7호선",2735,"반포","하차",0,11,115,107,217,359,235,293,296,266,301,280,236,273,217,220,158,117,122,77,0,0,0,0
"1565","2019-11-03","7호선",2736,"고속터미널","승차",1,66,105,197,443,641,771,851,951,1049,1141,1268,1596,1576,1686,1473,1860,2084,1982,1125,0,0,0,0
"1566","2019-11-03","7호선",2736,"고속터미널","하차",0,77,455,371,588,788,833,941,1040,1172,1305,1324,1266,1030,930,717,487,376,204,169,4,0,0,0
"1567","2019-11-03","7호선",2737,"내방","승차",1,46,127,155,256,378,378,413,417,542,463,457,453,439,446,281,273,286,187,91,0,0,0,0
"1568","2019-11-03","7호선",2737,"내방","하차",0,23,139,139,275,424,430,302,345,456,456,423,447,496,482,397,312,319,260,186,78,0,0,0
"1569","2019-11-03","7호선",2738,"이수","승차",4,129,180,222,382,505,607,598,688,829,800,868,858,765,689,697,736,679,579,323,7,0,0,0
"1570","2019-11-03","7호선",2738,"이수","하차",0,23,172,192,351,569,649,581,627,738,778,774,824,888,889,685,607,497,467,269,23,0,0,0
"1571","2019-11-03","7호선",2739,"남성","승차",0,130,207,240,446,560,609,561,562,658,544,442,381,359,286,241,196,196,157,69,0,0,0,0
"1572","2019-11-03","7호선",2739,"남성","하차",0,16,88,83,157,245,310,237,279,354,416,483,616,672,623,563,501,506,428,309,15,0,0,0
"1573","2019-11-03","7호선",2740,"숭실대입구(살피재)","승차",0,145,186,269,547,664,645,746,926,913,651,603,542,477,447,290,223,226,199,153,0,0,0,0
"1574","2019-11-03","7호선",2740,"숭실대입구(살피재)","하차",0,50,181,199,787,370,312,270,348,525,497,633,676,783,770,712,616,660,619,512,4,0,0,0
"1575","2019-11-03","7호선",2741,"상도","승차",0,87,198,236,408,565,545,540,673,619,571,536,504,475,381,277,235,204,235,105,0,0,0,0
"1576","2019-11-03","7호선",2741,"상도","하차",0,60,155,180,210,306,363,222,269,453,423,490,549,698,671,546,547,569,516,451,2,0,0,0
"1577","2019-11-03","7호선",2742,"장승배기","승차",1,137,203,229,432,595,578,532,490,557,474,424,398,417,316,230,228,215,178,71,0,0,0,0
"1578","2019-11-03","7호선",2742,"장승배기","하차",1,26,114,130,171,271,298,264,311,405,483,492,491,630,616,508,420,447,423,266,14,0,0,0
"1579","2019-11-03","7호선",2743,"신대방삼거리","승차",0,190,241,384,681,881,800,694,812,855,678,644,601,564,516,369,336,336,222,115,0,0,0,0
"1580","2019-11-03","7호선",2743,"신대방삼거리","하차",0,38,120,145,253,381,445,356,366,522,541,675,765,813,970,777,728,703,662,392,37,0,0,0
"1581","2019-11-03","7호선",2744,"보라매","승차",0,82,119,142,278,360,337,346,411,465,459,435,410,412,331,245,208,183,140,56,1,0,0,0
"1582","2019-11-03","7호선",2744,"보라매","하차",0,29,133,120,154,282,341,309,348,320,282,344,385,380,434,367,275,266,315,172,19,0,0,0
"1583","2019-11-03","7호선",2745,"신풍","승차",1,154,228,308,503,632,636,567,716,902,770,746,636,603,475,339,276,212,159,55,0,0,0,0
"1584","2019-11-03","7호선",2745,"신풍","하차",1,33,158,187,305,537,874,642,596,547,457,491,589,654,568,537,380,471,392,262,62,0,0,0
"1585","2019-11-03","7호선",2746,"대림(구로구청)","승차",1,182,170,234,410,568,609,630,703,986,1124,1048,1182,1046,958,764,598,396,302,133,0,0,0,0
"1586","2019-11-03","7호선",2746,"대림(구로구청)","하차",0,21,113,140,270,493,1180,1659,883,792,769,752,782,744,680,494,340,468,374,213,0,0,0,0
"1587","2019-11-03","7호선",2747,"남구로","승차",0,288,292,357,642,819,719,669,693,662,660,729,683,664,687,518,374,272,221,86,0,0,0,0
"1588","2019-11-03","7호선",2747,"남구로","하차",0,22,164,156,300,461,682,761,607,552,597,658,660,845,764,542,420,510,531,277,19,0,0,0
"1589","2019-11-03","7호선",2748,"가산디지털단지","승차",9,157,164,186,300,428,456,627,779,1036,1149,1479,1671,1925,1588,1257,949,1147,450,163,2,0,0,0
"1590","2019-11-03","7호선",2748,"가산디지털단지","하차",0,59,177,183,455,946,988,1190,1416,1492,1545,1369,1269,930,803,522,386,397,306,217,24,1,0,0
"1591","2019-11-03","7호선",2749,"철산","승차",0,265,379,515,838,1047,1092,1073,1216,1126,997,961,955,898,1012,655,579,598,457,179,0,0,0,0
"1592","2019-11-03","7호선",2749,"철산","하차",0,112,200,194,416,692,792,584,673,823,941,1151,1147,1511,1442,1063,1035,844,794,517,57,0,0,0
